Organization Name,Case Number,Patient ID,Common Species Name,Date Admitted,Circumstances of Rescue,Rescue State,Rescue Juristiction,Rescue Address,Other Rescue Information,Latitude,Longitude,Elevation,Disposition
Wildlife Center of Virginia,20-0025004,20-0880,Whip-poor-will,5/8/2020,Collision / Moving object / Car/truck/motorcycle,VA,Alleghany County,"6515 Dunlap Creek Rd, Covington, VA 24426, USA",,37.7625749,-80.1222151,444.6937866,Died
Wildlife Center of Virginia,21-0055345,21-3002,Eastern Box Turtle,8/21/2021,Collision / Moving object / Car/truck/motorcycle,VA,Orange County,"6543 Constitution Hwy, Gordonsville, VA 22942, USA",Rescuer will call with specific rescue location,38.18363953,-78.2578125,148.9137115,Released
Wildlife Center of Virginia,20-0085293,20-3685,Red-shouldered Hawk,12/10/2020,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"6554 Lee Jackson Hwy, Steeles Tavern, VA 24476, USA",Route 11 near Steels Tavern Post Office,37.92516708,-79.20251465,511.4801636,Released
Wildlife Center of Virginia,22-0048277,22-2876,Red-tailed Hawk,8/20/2022,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"6624 Plank Rd, Charlottesville, VA 22903, USA",,37.99566269,-78.72227478,189.8424835,Died
Wildlife Center of Virginia,18-0111507,18-1571,Eastern Box Turtle,6/20/2018,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"6626 Gordonsville Rd, Gordonsville, VA 22942, USA",,38.089998,-78.274586,159.2950745,Euthanized
Wildlife Center of Virginia,23-0014663,23-0940,Bald Eagle,5/5/2023,Collision / Moving object / Car/truck/motorcycle,VA,Essex County,"6669 Tidewater Trail, Champlain, VA 22438, USA",,38.07096481,-77.01934052,32.21476746,Died
Wildlife Center of Virginia,17-0083900,17-2191,American Crow,8/23/2017,Collision / Moving object / Car/truck/motorcycle,VA,Greene County,"667 Middle River Rd, Stanardsville, VA 22973, USA",,38.336022,-78.411864,205.1669769,Released
Wildlife Center of Virginia,23-0033166,23-2351,Virginia Opossum,7/7/2023,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"6677 Kratzer Rd, Linville, VA 22834, USA",,38.53972626,-78.84147644,366.9163208,Transferred
Wildlife Center of Virginia,23-0033167,23-2352,Virginia Opossum,7/7/2023,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"6677 Kratzer Rd, Linville, VA 22834, USA",,38.53972626,-78.84147644,366.9163208,Transferred
Wildlife Center of Virginia,23-0033168,23-2353,Virginia Opossum,7/7/2023,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"6677 Kratzer Rd, Linville, VA 22834, USA",,38.53972626,-78.84147644,366.9163208,Transferred
Wildlife Center of Virginia,23-0033169,23-2354,Virginia Opossum,7/7/2023,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"6677 Kratzer Rd, Linville, VA 22834, USA",,38.53972626,-78.84147644,366.9163208,Transferred
Wildlife Center of Virginia,23-0033170,23-2355,Virginia Opossum,7/7/2023,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"6677 Kratzer Rd, Linville, VA 22834, USA",,38.53972626,-78.84147644,366.9163208,Transferred
Wildlife Center of Virginia,23-0033171,23-2356,Virginia Opossum,7/7/2023,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"6677 Kratzer Rd, Linville, VA 22834, USA",,38.53972626,-78.84147644,366.9163208,Transferred
Wildlife Center of Virginia,23-0033172,23-2357,Virginia Opossum,7/7/2023,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"6677 Kratzer Rd, Linville, VA 22834, USA",,38.53972626,-78.84147644,366.9163208,Died
Wildlife Center of Virginia,23-0033173,23-2358,Virginia Opossum,7/7/2023,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"6677 Kratzer Rd, Linville, VA 22834, USA",,38.53972626,-78.84147644,366.9163208,Transferred
Wildlife Center of Virginia,16-0022516,16-0651,Virginia Opossum,5/13/2016,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"6689 Esmont Rd, Esmont, VA 22937, USA",,37.849383,-78.573856,174.559021,Euthanized
Wildlife Center of Virginia,20-0027093,20-0989,Red Fox,5/14/2020,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"67 Battlefield Rd, Staunton, VA 24401, USA",In front of New Hope Grocery,38.1812449,-78.915341,386.6484985,Euthanized
Wildlife Center of Virginia,23-0005079,DOA23-0007,Virginia Opossum,2/15/2023,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"67 Battlefield Rd, Staunton, VA 24401, USA",,38.1812439,-78.91534424,386.6484985,Died
Wildlife Center of Virginia,15-0009245,15-0190,American Robin,3/26/2015,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"67 September Circle, Waynesboro, VA 22980, USA",,38.0569752,-79.0137247,450.8655396,Released
Wildlife Center of Virginia,22-0002460,22-0036,eastern gray squirrel,1/18/2022,Collision / Moving object / Car/truck/motorcycle,VA,Louisa County,"670 Walnut Shade Rd, Louisa, VA 23093, USA",,38.02661133,-78.04802704,152.8388062,Euthanized
Wildlife Center of Virginia,15-0008059,15-0156,Red-shouldered Hawk,3/15/2015,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"6701 Rockfish Gap Turnpike, Crozet, VA 22932, USA",,38.041319,-78.732346,201.5185547,Died
Wildlife Center of Virginia,21-0039443,21-2151,Eastern Box Turtle,6/28/2021,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"6701 Rockfish Gap Turnpike, Crozet, VA 22932, USA",,38.04178619,-78.73207855,204.7502899,Euthanized
Wildlife Center of Virginia,18-0146247,18-2821,white-tailed deer,9/26/2018,Collision / Moving object / Car/truck/motorcycle,VA,Bedford County,"6750 Forest Rd, Goode, VA 24556, USA",,37.3660293,-79.434328,276.5117798,Euthanized
Wildlife Center of Virginia,21-0009512,21-0309,Eastern Screech-Owl,3/25/2021,Collision / Moving object / Car/truck/motorcycle,VA,Patrick County,"677 Spirithaven Ln, Stuart, VA 24171, USA",,36.62482452,-80.33338928,497.8182678,Self-Release
Wildlife Center of Virginia,21-0053538,21-2908,Sora,8/14/2021,Collision / Moving object / Car/truck/motorcycle,VA,Nelson County,"679 Front St, Lovingston, VA 22949, USA",,37.76085663,-78.87084198,226.108902,Died
Wildlife Center of Virginia,19-0072336,19-3143,Eastern Screech-Owl,10/29/2019,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"6793 Wildflower Ln, Singers Glen, VA 22850, USA",,38.5344755,-78.9221722,488.5977478,Died
Wildlife Center of Virginia,23-0083359,23-3724,Red-tailed Hawk,10/22/2023,Collision / Moving object / Car/truck/motorcycle,VA,Goochland County,"683 Rockford Rd, Manakin-Sabot, VA 23103, USA",,37.69387817,-77.72209167,103.7839432,Euthanized
Wildlife Center of Virginia,23-0065460,23-2595,Raccoon,7/20/2023,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"683 Thomas Jefferson Pkwy, Charlottesville, VA 22902, USA",,38.00874329,-78.46369171,177.2740173,Euthanized
Wildlife Center of Virginia,23-0084989,23-3812,eastern gray squirrel,11/6/2023,Collision / Moving object / Car/truck/motorcycle,VA,Nottoway County,"685 The Falls Rd, Crewe, VA 23930, USA",Approx. 0.5 miles south of Crewe cemetary on Rt. 49.,37.16762924,-78.12615204,148.5789185,Euthanized
Wildlife Center of Virginia,22-0037037,22-2223,Red-shouldered Hawk,7/7/2022,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"6863 Jefferson Mill Rd, Scottsville, VA 24590, USA",,37.84144592,-78.47010803,130.1520386,Euthanized
Wildlife Center of Virginia,20-0066065,20-3091,Eastern Box Turtle,9/2/2020,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"6867 Rockfish Gap Turnpike, Greenwood, VA 22943, USA",,38.0401009,-78.7385208,191.3371277,Euthanized
Wildlife Center of Virginia,16-0069924,16-2320,Eastern Cottontail,10/20/2016,Collision / Moving object / Car/truck/motorcycle,VA,Greene County,"688 Carnation Rd, Ruckersville, VA 22968, USA",,38.2537417,-78.4416856,176.6970825,Euthanized
Wildlife Center of Virginia,15-0057276,15-2140,Eastern Box Turtle,10/7/2015,Collision / Moving object / Car/truck/motorcycle,VA,Frederick County,"688 Meadow Mills Rd, Strasburg, VA 22641, USA",,39.0225786,-78.3124896,178.0371704,Euthanized
Wildlife Center of Virginia,23-0002233,23-0038,Red-shouldered Hawk,1/14/2023,Collision / Moving object / Car/truck/motorcycle,VA,Fluvanna County,"6894 W River Rd, Scottsville, VA 24590, USA",,37.78891754,-78.38127899,143.5496368,Euthanized
Wildlife Center of Virginia,17-0097267,17-2620,Eastern Cottontail,11/1/2017,Collision / Moving object / Car/truck/motorcycle,VA,Nelson County,"69 Wild Ginger Ln, Nellysford, VA 22958, USA",,37.8973864,-78.8940108,275.1353149,Euthanized
Wildlife Center of Virginia,22-0007673,22-0250,Eastern Screech-Owl,3/19/2022,Collision / Moving object / Car/truck/motorcycle,VA,Page County,"690 Dovel Hollow Rd, Stanley, VA 22851, USA",,38.5711441,-78.55448151,263.5926819,Euthanized
Wildlife Center of Virginia,14-0027426,14-1335,Mourning Dove,6/20/2014,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"691 Greenwood Road, Greenwood, VA 22943, USA",route 691 and greenwood road,38.0502904,-78.7577603,246.2810822,Euthanized
Wildlife Center of Virginia,15-0059241,15-2215,Red-tailed Hawk,10/28/2015,Collision / Moving object / Car/truck/motorcycle,VA,Nelson County,"6919 Thomas Nelson Hwy, Lovingston, VA 22949, USA",at Nelson County High School,37.7324989,-78.8961147,227.2817993,Euthanized
Wildlife Center of Virginia,18-0007372,18-0073,Eastern Cottontail,2/8/2018,Collision / Moving object / Car/truck/motorcycle,VA,Nelson County,"6919 Thomas Nelson Hwy, Lovingston, VA 22949, USA",Rout 6/ Esmont Road,37.7324989,-78.8961147,227.2817993,Euthanized
Wildlife Center of Virginia,19-0032341,19-1652,common box turtle,6/16/2019,Collision / Moving object / Car/truck/motorcycle,VA,Nelson County,"6919 Thomas Nelson Hwy, Lovingston, VA 22949, USA",,37.7324989,-78.8961147,227.2817993,Euthanized
Wildlife Center of Virginia,21-0008133,21-0237,Virginia Opossum,3/13/2021,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"6949 Plank Rd, Charlottesville, VA 22903, USA",Found between 6949 and 6945 on Plank Road,38.00618744,-78.7338562,215.9505615,Euthanized
Wildlife Center of Virginia,19-0038900,19-1985,eastern gray squirrel,7/2/2019,Collision / Moving object / Car/truck/motorcycle,VA,Campbell County,"6950 Village Hwy, Lynchburg, VA 24504, USA",,37.3271697,-79.0195867,258.714447,Euthanized
Wildlife Center of Virginia,20-0068441,20-3223,Eastern Box Turtle,9/14/2020,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"699 Chapel Hill Rd, Charlottesville, VA 22901, USA",,38.06795,-78.4755275,166.9590454,Released
Wildlife Center of Virginia,23-0033064,23-2339,Eastern Box Turtle,7/7/2023,Collision / Moving object / Car/truck/motorcycle,VA,Amherst County,"699 Father Judge Rd, Monroe, VA 24574, USA",,37.53939819,-79.12969971,251.8527069,Released
Wildlife Center of Virginia,14-0042520,14-2042,Barn Owl,9/2/2014,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"70 Wilson Lane, Fishersville, VA 22939, USA",,38.092046,-78.97492,414.3296509,Euthanized
Wildlife Center of Virginia,19-0028520,19-1380,Red-tailed Hawk,6/6/2019,Collision / Moving object / Car/truck/motorcycle,VA,Rockbridge County,"700 Bethany Ln, Lexington, VA 24450, USA",,37.8506803,-79.4277327,316.9802856,Euthanized
Wildlife Center of Virginia,18-0159557,18-3121,Eastern Screech-Owl,12/12/2018,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"700 Dam Town Rd, Fort Defiance, VA 24437, USA",,38.2277477,-78.9531823,358.3554688,Released
Wildlife Center of Virginia,20-0037684,20-1563,white-tailed deer,6/6/2020,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"700 Purple Cow Rd, Waynesboro, VA 22980, USA",,38.1066271,-78.8322569,444.8045349,Euthanized
Wildlife Center of Virginia,23-0085785,23-3851,Barred Owl,11/14/2023,Collision / Moving object / Car/truck/motorcycle,VA,Mecklenburg County,"700 Virginia Ave, Clarksville, VA 23927, USA",,36.62542725,-78.55506897,106.1994476,Euthanized
Wildlife Center of Virginia,22-0029431,22-1715,Eastern Painted Turtle,6/14/2022,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"7011 S E Side Hwy, Elkton, VA 22827, USA",,38.34135818,-78.70889282,310.5041809,Euthanized
Wildlife Center of Virginia,20-0029303,20-1102,Eastern Screech-Owl,5/19/2020,Collision / Moving object / Car/truck/motorcycle,VA,Tazewell County,"702 Oriole St, Richlands, VA 24641, USA",,37.0979438,-81.8214334,589.3035278,Euthanized
Wildlife Center of Virginia,17-0085146,17-2226,white-footed mouse,8/28/2017,Collision / Moving object / Car/truck/motorcycle,VA,Greene County,"7020 Seminole Trail, Barboursville, VA 22923, USA",,38.2081942,-78.3850152,185.9529114,Died
Wildlife Center of Virginia,21-0014265,21-0583,eastern gray squirrel,4/19/2021,Collision / Moving object / Car/truck/motorcycle,VA,Nelson County,"7023 Patrick Henry Hwy, Roseland, VA 22967, USA",,37.75485229,-78.98503113,202.9574432,Died
Wildlife Center of Virginia,23-0035073,23-2493,Eastern Box Turtle,7/15/2023,Collision / Moving object / Car/truck/motorcycle,VA,Prince Edward County,"7036 Five Forks Rd, Pamplin, VA 23958, USA",,37.23563004,-78.54125977,161.9282837,Euthanized
Wildlife Center of Virginia,19-0033609,19-1720,Pileated Woodpecker,6/19/2019,Collision / Moving object / Car/truck/motorcycle,VA,Rockbridge County,"708 Tye River Turnpike, Vesuvius, VA 24483, USA",,37.9076598,-79.1969318,434.6360474,Released
Wildlife Center of Virginia,18-0032699,18-1321,American Robin,6/6/2018,Collision / Moving object / Car/truck/motorcycle,VA,Shenandoah County,"7088 Fort Valley Rd, Fort Valley, VA 22652, USA",,38.844069,-78.4159258,281.7897339,Euthanized
Wildlife Center of Virginia,21-0007197,21-0193,Tufted Titmouse,3/1/2021,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"709 Dry Bridge Rd, Charlottesville, VA 22903, USA",,38.04265213,-78.62684631,279.1403503,Died
Wildlife Center of Virginia,14-0039289,14-1883,Eastern Box Turtle,8/13/2014,Collision / Moving object / Car/truck/motorcycle,VA,Hanover County,"7090 Covenant Woods Drive, Mechanicsville, VA 23111, USA",outside retirement home,37.62441,-77.344925,47.81978607,Released
Wildlife Center of Virginia,20-0042920,20-1808,American Black Bear,6/18/2020,Collision / Moving object / Car/truck/motorcycle,VA,Shenandoah County,"71 Fort Valley Rd, Fort Valley, VA 22652, USA",,38.7734642,-78.49856567,357.8893127,Released
Wildlife Center of Virginia,16-0055304,16-1831,Eastern Screech-Owl,8/13/2016,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"710 Entry School Rd, Waynesboro, VA 22980, USA",,38.109577,-78.938485,402.9336243,Released
Wildlife Center of Virginia,23-0017295,23-1120,Mallard,5/14/2023,Collision / Moving object / Car/truck/motorcycle,VA,Chesterfield County,"7100 Maple Smt Ln, Moseley, VA 23120, USA",,37.4041748,-77.7596283,105.5945663,Released
Wildlife Center of Virginia,22-0023849,22-1350,Indigo Bunting,5/28/2022,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"7102 Blackwells Hollow Rd, Crozet, VA 22932, USA",,38.22993469,-78.62673187,254.778244,Died
Wildlife Center of Virginia,20-0060067,20-2805,Mallard,8/7/2020,Collision / Moving object / Car/truck/motorcycle,VA,Henrico County,"7115 Staples Mill Rd, Henrico, VA 23228, USA",Staples Hill Road and Warren Dr,37.6142734,-77.4989802,64.23322296,Euthanized
Wildlife Center of Virginia,16-0020744,16-0594,Eastern Box Turtle,5/9/2016,Collision / Moving object / Car/truck/motorcycle,VA,Amherst County,"713 Indian Creek Rd, Amherst, VA 24521, USA",,37.7180595,-79.105216,300.492981,Euthanized
Wildlife Center of Virginia,20-0051410,20-2374,eastern gray squirrel,7/10/2020,Collision / Moving object / Car/truck/motorcycle,VA,Waynesboro (City),"715 Ivy St, Waynesboro, VA 22980, USA",,38.0726469,-78.8919389,400.022522,Euthanized
Wildlife Center of Virginia,22-0063491,22-3616,Red-shouldered Hawk,12/11/2022,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"715 Winding Garth Way, Charlottesville, VA 22901, USA",,38.09192657,-78.54410553,171.8543854,Euthanized
Wildlife Center of Virginia,18-0009849,18-0158,Eastern Screech-Owl,3/13/2018,Collision / Moving object / Car/truck/motorcycle,VA,Nelson County,"716 Jefferson Dr, Palmyra, VA 22963, USA",,37.92756,-78.3287511,107.284935,Euthanized
Wildlife Center of Virginia,17-0092113,17-2501,Striped Skunk,10/3/2017,Collision / Moving object / Car/truck/motorcycle,VA,Rockbridge County,"720 Plunkett St b, Lexington, VA 24450, USA",,37.7762362,-79.4508825,325.9767151,Euthanized
Wildlife Center of Virginia,22-0052214,22-3130,Northern Black Racer,9/9/2022,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"7200 Plank Rd, Crozet, VA 22932, USA",Between Nether Spring Road,38.01212692,-78.74251556,199.5795441,Died
Wildlife Center of Virginia,21-0074632,21-3668,Red-shouldered Hawk,11/21/2021,Collision / Moving object / Car/truck/motorcycle,VA,Bedford County,"7203 W Lynchburg Salem Turnpike, Thaxton, VA 24174, USA",,37.35705948,-79.66370392,291.7696228,Euthanized
Wildlife Center of Virginia,23-0033310,23-2375,Northern Mockingbird,7/8/2023,Collision / Moving object / Car/truck/motorcycle,VA,Caroline County,"7205 Senate Wy, Virginia 22546, USA",,38.01261139,-77.52049255,90.15637207,Released
Wildlife Center of Virginia,17-0036468,17-1520,Eastern Box Turtle,6/21/2017,Collision / Moving object / Car/truck/motorcycle,VA,Nelson County,"7211 Rockfish River Rd, Schuyler, VA 22969, USA",,37.7995633,-78.7084302,166,Released
Wildlife Center of Virginia,17-0013868,17-0542,eastern gray squirrel,4/21/2017,Collision / Moving object / Car/truck/motorcycle,VA,Madison County,"723 Larkins Mill Ln, Brightwood, VA 22715, USA",,38.3817335,-78.2015586,115.9914627,Died
Wildlife Center of Virginia,19-0025862,19-1218,Raccoon,5/30/2019,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"726 Exton Ct, Charlottesville, VA 22901, USA",,38.055876,-78.45455,134.2180023,Euthanized
Wildlife Center of Virginia,19-0060304,DOA19-0093,woodchuck,9/14/2019,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"726 Tinkling Spring Rd, Fishersville, VA 22939, USA",,38.0807124,-78.9906187,443.4772339,Died
Wildlife Center of Virginia,17-0009173,17-0323,Raccoon,3/29/2017,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"7263 Blenheim Rd, Scottsville, VA 24590, USA",Scottsville,37.8386,-78.491614,137.794281,Euthanized
Wildlife Center of Virginia,18-0030475,18-1207,Eastern Box Turtle,5/31/2018,Collision / Moving object / Car/truck/motorcycle,VA,Orange County,"7267 Spotswood Trail, Gordonsville, VA 22942, USA",,38.1559617,-78.2498187,212.407486,Euthanized
Wildlife Center of Virginia,22-0048103,22-2856,Virginia Opossum,8/19/2022,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"7268 Free Union Rd, Free Union, VA 22940, USA",,38.23402786,-78.59650421,227.5705414,Died
Wildlife Center of Virginia,22-0048105,22-2857,Virginia Opossum,8/19/2022,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"7268 Free Union Rd, Free Union, VA 22940, USA",,38.23402786,-78.59650421,227.5705414,Died
Wildlife Center of Virginia,22-0048106,22-2858,Virginia Opossum,8/19/2022,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"7268 Free Union Rd, Free Union, VA 22940, USA",,38.23402786,-78.59650421,227.5705414,Died
Wildlife Center of Virginia,22-0048127,22-2859,Virginia Opossum,8/19/2022,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"7268 Free Union Rd, Free Union, VA 22940, USA",,38.23402786,-78.59650421,227.5705414,Died
Wildlife Center of Virginia,20-0058122,20-2719,white-tailed deer,8/1/2020,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"727 Lee Hwy Suite 103, Verona, VA 24482, USA",Blue Ridge Apartments in Verona,38.2182889,-78.9950277,404.4211121,Euthanized
Wildlife Center of Virginia,17-0054840,17-2069,Virginia Opossum,8/9/2017,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"727 Stingy Hollow Rd, Staunton, VA 24401, USA",,38.099672,-79.133906,517.9970703,Euthanized
Wildlife Center of Virginia,22-0038018,22-2286,Virginia Opossum,7/10/2022,Collision / Moving object / Car/truck/motorcycle,VA,Hanover County,"7290 Pamela-Louise Rd, Mechanicsville, VA 23111, USA",,37.60458374,-77.30513763,59.8641243,Euthanized
Wildlife Center of Virginia,22-0038023,22-2287,Virginia Opossum,7/10/2022,Collision / Moving object / Car/truck/motorcycle,VA,Hanover County,"7290 Pamela-Louise Rd, Mechanicsville, VA 23111, USA",,37.60458374,-77.30513763,59.8641243,Transferred
Wildlife Center of Virginia,22-0038025,22-2288,Virginia Opossum,7/10/2022,Collision / Moving object / Car/truck/motorcycle,VA,Hanover County,"7290 Pamela-Louise Rd, Mechanicsville, VA 23111, USA",,37.60458374,-77.30513763,59.8641243,Transferred
Wildlife Center of Virginia,22-0038027,22-2289,Virginia Opossum,7/10/2022,Collision / Moving object / Car/truck/motorcycle,VA,Hanover County,"7290 Pamela-Louise Rd, Mechanicsville, VA 23111, USA",,37.60458374,-77.30513763,59.8641243,Transferred
Wildlife Center of Virginia,22-0038029,22-2290,Virginia Opossum,7/10/2022,Collision / Moving object / Car/truck/motorcycle,VA,Hanover County,"7290 Pamela-Louise Rd, Mechanicsville, VA 23111, USA",,37.60458374,-77.30513763,59.8641243,Transferred
Wildlife Center of Virginia,22-0038030,22-2291,Virginia Opossum,7/10/2022,Collision / Moving object / Car/truck/motorcycle,VA,Hanover County,"7290 Pamela-Louise Rd, Mechanicsville, VA 23111, USA",,37.60458374,-77.30513763,59.8641243,Transferred
Wildlife Center of Virginia,22-0038031,22-2292,Virginia Opossum,7/10/2022,Collision / Moving object / Car/truck/motorcycle,VA,Hanover County,"7290 Pamela-Louise Rd, Mechanicsville, VA 23111, USA",,37.60458374,-77.30513763,59.8641243,Transferred
Wildlife Center of Virginia,22-0038032,22-2293,Virginia Opossum,7/10/2022,Collision / Moving object / Car/truck/motorcycle,VA,Hanover County,"7290 Pamela-Louise Rd, Mechanicsville, VA 23111, USA",,37.60458374,-77.30513763,59.8641243,Transferred
Wildlife Center of Virginia,22-0038034,22-2294,Virginia Opossum,7/10/2022,Collision / Moving object / Car/truck/motorcycle,VA,Hanover County,"7290 Pamela-Louise Rd, Mechanicsville, VA 23111, USA",,37.60458374,-77.30513763,59.8641243,Transferred
Wildlife Center of Virginia,22-0038035,22-2295,Virginia Opossum,7/10/2022,Collision / Moving object / Car/truck/motorcycle,VA,Hanover County,"7290 Pamela-Louise Rd, Mechanicsville, VA 23111, USA",,37.60458374,-77.30513763,59.8641243,Transferred
Wildlife Center of Virginia,22-0038036,22-2296,Virginia Opossum,7/10/2022,Collision / Moving object / Car/truck/motorcycle,VA,Hanover County,"7290 Pamela-Louise Rd, Mechanicsville, VA 23111, USA",,37.60458374,-77.30513763,59.8641243,Transferred
Wildlife Center of Virginia,15-0014019,15-0420,woodchuck,4/24/2015,Collision / Moving object / Car/truck/motorcycle,VA,Rockbridge County,"73 Red Bird Lane, Raphine, VA 24472, USA",,37.9397172,-79.2334513,569.0281372,Transferred
Wildlife Center of Virginia,23-0012602,23-0796,Red-tailed Hawk,4/26/2023,Collision / Moving object / Car/truck/motorcycle,VA,Richmond (City),"730 Mosby St, Richmond, VA 23223, USA",,37.54059601,-77.42189789,41.44402695,Released
Wildlife Center of Virginia,20-0058752,20-2750,Eastern Cottontail,8/3/2020,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"731 Eidson Creek Rd, Staunton, VA 24401, USA",,38.117332,-79.168508,520.1384888,Euthanized
Wildlife Center of Virginia,23-0077975,23-3467,Red-tailed Hawk,9/18/2023,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"7325 Singers Glen Rd, Harrisonburg, VA 22802, USA",,38.52481079,-78.94285583,451.1809998,Euthanized
Wildlife Center of Virginia,20-0065356,20-3049,Northern Cardinal,8/29/2020,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"7331 Millburn Ct, Crozet, VA 22932, USA",,38.0685141,-78.7137187,227.8657532,Euthanized
Wildlife Center of Virginia,22-0013309,22-0621,Virginia Opossum,4/25/2022,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"734 Bishop Hill Rd, Charlottesville, VA 22902, USA",Found on roadside near above address,37.97782135,-78.46749878,170.9367371,Transferred
Wildlife Center of Virginia,22-0013310,22-0622,Virginia Opossum,4/25/2022,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"734 Bishop Hill Rd, Charlottesville, VA 22902, USA",Found on roadside near above address,37.97782135,-78.46749878,170.9367371,Transferred
Wildlife Center of Virginia,22-0013311,22-0623,Virginia Opossum,4/25/2022,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"734 Bishop Hill Rd, Charlottesville, VA 22902, USA",Found on roadside near above address,37.97782135,-78.46749878,170.9367371,Transferred
Wildlife Center of Virginia,22-0013312,22-0624,Virginia Opossum,4/25/2022,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"734 Bishop Hill Rd, Charlottesville, VA 22902, USA",Found on roadside near above address,37.97782135,-78.46749878,170.9367371,Transferred
Wildlife Center of Virginia,20-0002719,20-0028,Eastern Screech-Owl,1/13/2020,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"7340 Scott Ln, Port Republic, VA 24471, USA",1 mile from house on Timber Ridge Rd,38.2976872,-78.8309376,340.1955261,Euthanized
Wildlife Center of Virginia,21-0051947,21-2836,Northern Mockingbird,8/9/2021,Collision / Moving object / Car/truck/motorcycle,VA,Louisa County,"735 Red Hill Rd, Gordonsville, VA 22942, USA",,38.08306503,-78.22253418,157.4549866,Euthanized
Wildlife Center of Virginia,22-0051233,22-3048,Red-tailed Hawk,9/4/2022,Collision / Moving object / Car/truck/motorcycle,VA,Lunenburg County,"7352 Patrick Henry Hwy, Meherrin, VA 23954, USA",,37.10471344,-78.3626709,181.6537933,Euthanized
Wildlife Center of Virginia,20-0025406,20-0897,Ring-billed Gull,5/9/2020,Collision / Moving object / Car/truck/motorcycle,VA,Pulaski County,"7369 Peppers Ferry Rd NW, Radford, VA 24141, USA",,37.1506465,-80.5824476,579.829895,Died
Wildlife Center of Virginia,16-0031339,16-1008,Eastern Box Turtle,6/4/2016,Collision / Moving object / Car/truck/motorcycle,VA,Nelson County,"739 Stagecoach Rd, Afton, VA 22920, USA",,38.0325017,-78.8508143,512.3200684,Euthanized
Wildlife Center of Virginia,18-0122901,18-2045,Eastern Box Turtle,7/16/2018,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"739 US-29, Charlottesville, VA 22903, USA",,38.0147974,-78.5464091,150.859024,Died
Wildlife Center of Virginia,23-0029349,23-2052,eastern mud turtle,6/24/2023,Collision / Moving object / Car/truck/motorcycle,VA,New Kent County,"7401 Old River Rd, New Kent, VA 23124, USA",,37.57860184,-77.07949066,41.15130234,Died
